id,manchete,f1,f2,f3
2734,Haddad sobre corte da Selic em agosto no Focus: 'Já deveria ter sido em março',"O ministro da Fazenda, Fernando Haddad, comentou que o corte da taxa Selic, previsto inicialmente para março, ainda não ocorreu e que aguarda a definição do mercado.","Analistas do mercado financeiro anteciparam para agosto a expectativa de redução da Selic, que atualmente está em 13,75% ao ano, com previsão de queda de 0,25 ponto porcentual na próxima reunião do Copom.","A mediana das projeções indica que a taxa deve cair para 13,5%, embora a decisão final ainda dependa do cenário econômico."
2735,"Boletim Focus: mercado vê Selic em 12,25% no fim de 2023; projeção do IPCA cai pela 5ª semana","As expectativas para a taxa básica de juros no Brasil diminuíram, com a mediana para o fim de 2023 passando de 12,50% para 12,25%, refletindo melhora no cenário inflacionário.","As projeções para o IPCA de 2023 também recuaram de 5,42% para 5,12%, indicando uma tendência de desinflação, enquanto as estimativas de crescimento econômico para 2023 foram revisadas para cima, de 1,84% para 2,14%.","Apesar das melhorias, o Banco Central mantém cautela, avaliando a necessidade de ajustes na política monetária para garantir a convergência da inflação à meta, com atenção especial ao cenário fiscal e às expectativas de longo prazo."
2736,Fed reitera 'considerável incerteza' por trajetória de juros em relatório de política monetária,"O Federal Reserve aponta ""considerável incerteza"" sobre a trajetória da taxa de juros nos próximos meses, destacando a persistência da inflação de serviços e um mercado de trabalho ""apertado"".","O banco central evita fornecer orientações explícitas sobre os próximos passos do FOMC, afirmando que as decisões serão tomadas com base nos dados econômicos e na evolução da inflação.","O Fed também alerta que condições de crédito mais restritivas podem impactar negativamente a atividade econômica, prevendo um período de crescimento abaixo da média para controlar a inflação."
2737,"IBC-BR: prévia do PIB sobe 0,56% em abril e tem melhor desempenho em 10 anos","A economia brasileira manteve-se em crescimento no segundo trimestre de 2023, conforme o Índice de Atividade Econômica do Banco Central (IBC-Br), que subiu 0,56% em abril.","O resultado, o mais favorável desde dezembro de 2013, superou as expectativas do mercado e apresentou crescimento de 3,31% na comparação anual, indicando um ritmo positivo para o país.","Apesar das projeções oficiais de crescimento de 1,91%, especialistas como Guilherme Mello estimam que o PIB pode atingir até 2,5% neste ano."
2738,FMI: inflação da zona do euro só deve retornar à meta na zona do euro em meados de 2025,"A inflação na zona do euro tem desacelerado, mas deve retornar à meta de 2% do BCE apenas em meados de 2025, segundo o FMI, que recomenda manter o aperto monetário por período prolongado para ancorar as expectativas inflacionárias.","O relatório destaca que o crescimento econômico deve se recuperar gradualmente em 2023 e 2024, apoiado por fatores como a recuperação da renda real e a demanda externa, embora riscos de baixa permaneçam devido a fatores globais e turbulências bancárias.","Para fortalecer a recuperação, o FMI enfatiza a necessidade de reformas na governança fiscal, incluindo a implementação completa da Basileia III e a criação de um Conselho Fiscal Europeu Independente, com o objetivo de estabilizar as finanças públicas até 2025."
2739,"Comissão de Assuntos Econômicos deve avaliar no dia 20 o texto do arcabouço, afirma Pacheco","O Senado Federal irá avaliar o projeto do arcabouço fiscal na próxima terça-feira, 20, após reunião com lideranças e ministros, com previsão de análise na Comissão de Assuntos Econômicos e posterior votação em plenário.","O presidente do Senado, Rodrigo Pacheco, destacou a importância da aprovação rápida do projeto para o Brasil e mencionou que o relator, Omar Aziz, trabalha para votar o texto até 21 de outubro, com possíveis alterações.","Aziz afirmou que irá modificar o relatório para retirar dispositivos que limitam o crescimento do Fundo Constitucional do Distrito Federal e garantir que o Fundeb fique fora da regra de controle de gastos, defendendo melhorias para todos os estados."
2740,"BCE não está pensando em pausa no aperto monetário, diz Lagarde","A presidente do Banco Central Europeu, Christine Lagarde, afirmou que a instituição não considera uma pausa no ciclo de aumento de juros iniciado em 2022 e que há potencial para mais uma elevação na reunião de julho, caso o cenário atual persista.","Ela destacou que a inflação na zona do euro, embora desacelerada, deve permanecer elevada por um período prolongado, justificando a continuidade de uma política monetária restritiva, apesar da economia do bloco estar fraca no curto prazo.","Lagarde reforçou a importância de alcançar a meta de inflação de 2% o mais cedo possível, adotando uma postura equilibrada e persistente diante dos efeitos da política monetária."
2741,"Banco Central Europeu eleva juros em 0,25 ponto percentual, no 8º aumento consecutivo","O Banco Central Europeu (BCE) elevou suas principais taxas de juros em 25 pontos-base, atingindo 4% na taxa de refinanciamento, em resposta à inflação persistentemente alta na zona do euro.","A instituição afirmou que continuará adotando uma postura restritiva, dependendo de dados futuros, e anunciou o fim dos reinvestimentos no programa de compra de ativos a partir de julho de 2023.","A decisão visa garantir o retorno da inflação à meta de 2% no médio prazo, mesmo com sinais de desaceleração."
2742,Haddad e Tebet se reúnem com senadores para falar do Arcabouço fiscal; saiba o que está em jogo,"O ministro da Fazenda, Fernando Haddad, e a ministra do Planejamento, Simone Tebet, participaram de reunião com senadores para discutir ajustes no projeto do arcabouço fiscal, que ainda precisa ser votado.","O governo busca evitar cortes de até R$ 40 bilhões nas despesas de 2024, propondo mecanismos de recomposição de gastos considerando a inflação e o aumento de receitas, enquanto o relator Omar Aziz sinaliza alterações no projeto, incluindo a retirada de alguns fundos e pisos.","A expectativa é de que a proposta seja votada na semana seguinte, com o governo Lula pressionando pela aprovação para viabilizar a redução da taxa básica de juros pelo Banco Central."
2743,Banco Central da China reduz taxa de juros crucial para estimular a economia,"O Banco Popular da China reduziu a taxa de juros de empréstimos a um ano de 2,75% para 2,65% e injetou 33 bilhões de dólares na economia para manter a liquidez.","Essa medida ocorre em um contexto de indicadores econômicos decepcionantes, como alta taxa de desemprego juvenil e crescimento industrial abaixo do esperado, refletindo uma recuperação fraca após o fim das restrições anticovid.","As autoridades continuam preocupadas com a fragilidade da economia chinesa, projetando um crescimento do PIB de cerca de 5% em 2023, um dos piores resultados das últimas décadas."
2744,S&P Global Ratings melhora perspectiva de nota do Brasil,"A agência de risco S&P Global Rating elevou a perspectiva de nota do Brasil de estável para positiva, reafirmando o rating de BB-/B, devido às expectativas de crescimento do PIB e à estabilidade democrática.","O crescimento de 1,9% do PIB no primeiro trimestre de 2023 foi impulsionado principalmente pela safra recorde do setor agropecuário, que contribuiu com 1,7 pontos percentuais para o resultado.","A S&P destacou que o cenário positivo pode ser revertido em dois anos se houver fragilidade política ou implementação fraca de políticas, levando a uma deterioração fiscal e maior endividamento."
2745,China tem crédito desacelerado em maio e expectativa de cortes nos juros,"O crescimento do crédito na China desacelerou em maio, com uma queda de 26% nos novos empréstimos denominados em iuanes em relação ao mesmo período do ano anterior.","Em resposta, o Banco Popular da China anunciou cortes nas taxas de juro e na taxa de recompra reversa de sete dias, buscando estimular a economia e impulsionar o crescimento do crédito.","Especialistas indicam que novas reduções nas taxas de juros e na reserva obrigatória são esperadas para o segundo semestre, visando a recuperação econômica."
2746,Alckmin alerta que juro real está subindo no Brasil com manutenção da Selic e desinflação,"Geraldo Alckmin destacou que o juro real no Brasil está em alta devido à manutenção da Selic em 13,75%, mesmo com a inflação em queda, e afirmou que essa situação prejudica a atividade econômica e o emprego.","Ele ressaltou que os juros futuros indicam tendência de queda e criticou o nível atual da taxa de juros, considerando-o preocupante.","O vice-presidente também mencionou o compromisso do presidente Lula em gerar emprego e aumentar a renda, sem comentar sobre a prorrogação da desoneração da folha de pagamentos."
